"","label_out","out"
"1","out1",44.2656568112
"2","out2",3.47154363038815
"3","out3",44.2102409397182
"4","out4",48.889530730843
"5","out1",47.0845553775122
"6","out2",2.85892574000203
"7","out3",42.8281970803212
"8","out4",47.5967353900318
"9","out1",53.2122070055937
"10","out2",2.74442202431421
"11","out3",39.0233235687677
"12","out4",42.4351885688902
"13","out1",33.2322637247899
"14","out2",4.72628669030131
"15","out3",47.2343697204799
"16","out4",49.64866609799
"17","out1",40.3524276634527
"18","out2",2.09900220105555
"19","out3",44.8541879125608
"20","out4",43.277578945221
"21","out1",44.306375005837
"22","out2",1.96771338313679
"23","out3",41.5014533392756
"24","out4",55.8825722426091
"25","out1",54.7608937453946
"26","out2",2.31887320969292
"27","out3",39.1507887884037
"28","out4",46.6225276867754
"29","out1",59.0061481395563
"30","out2",2.82702649305764
"31","out3",44.0745910887838
"32","out4",46.6210573014415
"33","out1",42.3035126406901
"34","out2",2.55383070047025
"35","out3",42.1699013119879
"36","out4",43.2674783693
"37","out1",49.8195899484421
"38","out2",2.81643590221679
"39","out3",47.7532669930086
"40","out4",44.6749320762753
"41","out1",51.6937471151723
"42","out2",2.77027997518152
"43","out3",40.6564777378248
"44","out4",51.9285131179998
"45","out1",52.494004387329
"46","out2",2.76793514129195
"47","out3",44.1829592378578
"48","out4",43.5191293662123
"49","out1",39.9177859555491
"50","out2",3.01911581833474
"51","out3",44.338062152549
"52","out4",48.5646517064924
"53","out1",37.5985189923108
"54","out2",3.05041959070898
"55","out3",41.613389343926
"56","out4",45.0878332535987
"57","out1",50.8425564082736
"58","out2",2.92413687612399
"59","out3",42.9041362663277
"60","out4",42.8519173014245
"61","out1",43.6507578538815
"62","out2",2.89556063585453
"63","out3",44.7399861848403
"64","out4",45.9348681541614
"65","out1",40.0135285073692
"66","out2",2.70374954147287
"67","out3",41.5708429664059
"68","out4",53.0730140677708
"69","out1",47.282026327775
"70","out2",3.55962495925962
"71","out3",43.8423648720859
"72","out4",43.6640979514322
"73","out1",43.8554026425785
"74","out2",3.98829954680076
"75","out3",44.8363623554573
"76","out4",40.380644646467
"77","out1",40.0662382600313
"78","out2",2.703493590737
"79","out3",44.3858194280706
"80","out4",52.6222331010312
"81","out1",47.9541016978411
"82","out2",2.55657021958248
"83","out3",51.5765393977702
"84","out4",47.8415228532513
"85","out1",46.0910773934305
"86","out2",2.50850073783253
"87","out3",51.0746690718566
"88","out4",44.4421078929841
"89","out1",56.5203681464247
"90","out2",3.08568749340228
"91","out3",51.4320319639417
"92","out4",36.1656618491562
"93","out1",42.0988263452902
"94","out2",2.49936595378582
"95","out3",46.0601509596468
"96","out4",62.1453704024729
"97","out1",47.2128443593863
"98","out2",2.5647049268463
"99","out3",42.259874496731
"100","out4",49.8264743059036
"101","out1",44.0819632383016
"102","out2",2.70056402664802
"103","out3",47.7830978615649
"104","out4",47.4407870921721
"105","out1",35.3965436277255
"106","out2",3.73655670192212
"107","out3",45.0543743771312
"108","out4",46.6663963135316
"109","out1",59.535812686533
"110","out2",3.54019838466894
"111","out3",41.5166757968738
"112","out4",40.1198768476233
"113","out1",48.0096493087825
"114","out2",2.18102556341848
"115","out3",41.2341395338235
"116","out4",43.1694700039266
"117","out1",52.3277068689324
"118","out2",2.9522510325472
"119","out3",48.2773505418697
"120","out4",43.195194992546
"121","out1",55.0755430204706
"122","out2",3.80340993767497
"123","out3",50.0181777847562
"124","out4",46.9262007255992
"125","out1",53.5725607438654
"126","out2",2.35628144405311
"127","out3",42.7395636012425
"128","out4",44.1240751258426
"129","out1",46.108918265659
"130","out2",3.92943802305442
"131","out3",43.4689330114003
"132","out4",47.3880919359453
"133","out1",50.7413601156359
"134","out2",3.16708528234711
"135","out3",39.8319306752758
"136","out4",44.6067877196159
"137","out1",44.3429203369297
"138","out2",3.17198896782431
"139","out3",38.7564672404139
"140","out4",44.0924380265581
"141","out1",38.1252804628061
"142","out2",3.35852757547936
"143","out3",44.6602371086078
"144","out4",51.303272310183
"145","out1",59.4900357028124
"146","out2",2.663899548784
"147","out3",44.0593745716614
"148","out4",43.2790176681668
"149","out1",44.8364015197874
"150","out2",2.81913577127659
"151","out3",42.0667126811122
"152","out4",43.0437920351737
"153","out1",41.5617933357531
"154","out2",2.72123362622779
"155","out3",49.9069865435246
"156","out4",45.1864068932154
"157","out1",47.3135565721552
"158","out2",2.68527263988296
"159","out3",45.8954201836106
"160","out4",43.3136190288677
"161","out1",41.1974201877246
"162","out2",2.54583940215322
"163","out3",39.534654211558
"164","out4",45.9898810454097
"165","out1",46.4985774569331
"166","out2",3.86018378706985
"167","out3",46.1974380924961
"168","out4",44.9550298699691
"169","out1",52.7364473240711
"170","out2",2.95097465987392
"171","out3",50.0797747473141
"172","out4",47.1202857051087
"173","out1",59.4912822461031
"174","out2",2.6252498266236
"175","out3",46.821986676853
"176","out4",48.4518734405785
"177","out1",45.6356006775742
"178","out2",2.36737981164473
"179","out3",49.5745520592803
"180","out4",40.6363002770289
"181","out1",46.7410950464577
"182","out2",2.34163592094868
"183","out3",36.8604776792352
"184","out4",40.3819493617145
"185","out1",44.0512798669192
"186","out2",2.20066178621394
"187","out3",43.6587442355438
"188","out4",47.7230008751333
"189","out1",53.6340572506566
"190","out2",3.13642084304547
"191","out3",45.1786394384421
"192","out4",49.5810878859655
"193","out1",42.7151043006487
"194","out2",2.94051143589218
"195","out3",42.6782861233528
"196","out4",49.6239748062679
"197","out1",46.0266009120652
"198","out2",2.79179161744935
"199","out3",42.8303057039204
"200","out4",45.7405927182196
"201","out1",46.4862300374858
"202","out2",2.85545089540283
"203","out3",43.5060948169001
"204","out4",37.6448630652915
"205","out1",62.9135771632494
"206","out2",2.9970859581801
"207","out3",48.3776725365944
"208","out4",41.5907711776082
"209","out1",47.9116445396219
"210","out2",2.62893883079206
"211","out3",47.5122510582978
"212","out4",43.1730033689423
"213","out1",56.3779004901368
"214","out2",3.75598906058466
"215","out3",45.557958827403
"216","out4",45.2098519595484
"217","out1",54.7369628275576
"218","out2",2.75325147011222
"219","out3",50.5791558991096
"220","out4",45.6222762142734
"221","out1",43.1242418788537
"222","out2",3.52044219732245
"223","out3",55.2155590111578
"224","out4",45.608742847242
"225","out1",43.5355455880109
"226","out2",2.37821908793496
"227","out3",48.954635780997
"228","out4",39.2877814871333
"229","out1",47.7774909232097
"230","out2",2.78648902568588
"231","out3",42.1971877995535
"232","out4",41.1770853170486
"233","out1",41.9200373837184
"234","out2",2.29896985411114
"235","out3",45.1197340105433
"236","out4",45.4094944109886
"237","out1",50.2892911552531
"238","out2",2.66597991302034
"239","out3",45.9281789773082
"240","out4",50.9103132698341
"241","out1",48.4458011712385
"242","out2",2.4831066775493
"243","out3",47.4308194065039
"244","out4",50.287369491331
"245","out1",45.0083613864883
"246","out2",2.45670542344503
"247","out3",36.1670926124661
"248","out4",40.3240155347088
"249","out1",43.5997053785526
"250","out2",2.64137447179977
"251","out3",42.7357003110196
"252","out4",47.1653091072661
"253","out1",44.7568594209727
"254","out2",3.63891622652058
"255","out3",46.6729340463174
"256","out4",44.6101617322812
"257","out1",42.1140698179297
"258","out2",3.20220051882931
"259","out3",46.5238418437907
"260","out4",49.4845462460733
"261","out1",52.0868178554896
"262","out2",2.4169247370808
"263","out3",45.5226063636665
"264","out4",47.5004266083456
"265","out1",45.3718829279077
"266","out2",2.94635395625723
"267","out3",50.9472102516662
"268","out4",42.2541436338587
"269","out1",49.929440606637
"270","out2",3.05268513651196
"271","out3",48.9585623380855
"272","out4",43.8264750191642
"273","out1",44.1374275875852
"274","out2",2.59044211281298
"275","out3",44.3054165950821
"276","out4",47.6225130122481
"277","out1",44.823717740549
"278","out2",2.1581562919254
"279","out3",42.299739024634
"280","out4",42.0762855300132
"281","out1",45.40527746968
"282","out2",2.62086199622312
"283","out3",45.3551993866985
"284","out4",46.7153587000996
"285","out1",39.2558540553141
"286","out2",2.85486677923456
"287","out3",45.7341797414644
"288","out4",50.0079413029108
"289","out1",49.3967957486094
"290","out2",2.53051736758616
"291","out3",46.1283527002352
"292","out4",47.8667544020949
"293","out1",47.6950139368864
"294","out2",2.88457986186731
"295","out3",50.1000138040024
"296","out4",33.6490820206001
"297","out1",45.3786118955383
"298","out2",2.01159405382396
"299","out3",37.0301978067136
"300","out4",62.25687963169
"301","out1",44.4629183624442
"302","out2",3.21834443209403
"303","out3",45.2566778097613
"304","out4",40.416955002861
"305","out1",45.7902308971057
"306","out2",3.29501250436836
"307","out3",39.2106912057694
"308","out4",47.3797271620939
"309","out1",45.3011659106378
"310","out2",2.41599042808839
"311","out3",46.6752050739728
"312","out4",43.4626055640386
"313","out1",37.574122921431
"314","out2",2.7819521223729
"315","out3",46.3369603516728
"316","out4",43.566665453079
"317","out1",41.2751502248639
"318","out2",3.08332839158161
"319","out3",43.2280077748794
"320","out4",47.7586261625334
"321","out1",42.050855659955
"322","out2",2.49489003022763
"323","out3",43.2616626906182
"324","out4",49.5236887617494
"325","out1",38.8909954846897
"326","out2",2.6748353213062
"327","out3",40.8451107890556
"328","out4",46.9701843313479
